GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008
Id,Id2,Geography,Total:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races
1000000US421010141002007,421010141002007,"Block 2007, Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",8,5,3,0,0,0,0,0
1000000US421010141002008,421010141002008,"Block 2008, Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",28,7,7,0,12,0,0,2
1000000US421010141002009,421010141002009,"Block 2009, Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010141002010,421010141002010,"Block 2010, Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010141002011,421010141002011,"Block 2011, Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",143,1,132,0,0,0,0,10
1000000US421010141002012,421010141002012,"Block 2012, Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",19,0,19,0,0,0,0,0
1000000US421010141002013,421010141002013,"Block 2013, Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",117,4,111,0,1,0,0,1
1000000US421010141002014,421010141002014,"Block 2014, Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",40,0,35,1,4,0,0,0
1000000US421010141002015,421010141002015,"Block 2015, Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",170,0,164,4,0,0,0,2
1000000US421010141002016,421010141002016,"Block 2016, Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142001000,421010142001000,"Block 1000, Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",131,102,12,0,2,0,11,4
1000000US421010142001001,421010142001001,"Block 1001, Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",91,63,9,0,0,0,17,2
1000000US421010142001002,421010142001002,"Block 1002, Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",182,104,34,0,9,0,31,4
1000000US421010142001003,421010142001003,"Block 1003, Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",118,100,10,0,2,0,5,1
1000000US421010142001004,421010142001004,"Block 1004, Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",135,111,13,0,3,0,4,4
1000000US421010142001005,421010142001005,"Block 1005, Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",57,50,2,0,0,0,0,5
1000000US421010142001006,421010142001006,"Block 1006, Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",43,26,6,0,4,0,1,6
1000000US421010142001007,421010142001007,"Block 1007, Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",56,44,5,0,3,0,2,2
1000000US421010142001008,421010142001008,"Block 1008, Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",24,19,0,0,2,0,1,2
1000000US421010142001009,421010142001009,"Block 1009, Block Group 1, Census Tract 142, Philadelphia County, Pennsylvania",17,11,5,0,1,0,0,0
1000000US421010142002000,421010142002000,"Block 2000, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002001,421010142002001,"Block 2001, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002002,421010142002002,"Block 2002, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",61,37,2,0,20,0,1,1
1000000US421010142002003,421010142002003,"Block 2003, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002004,421010142002004,"Block 2004, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002005,421010142002005,"Block 2005, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002006,421010142002006,"Block 2006, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002007,421010142002007,"Block 2007, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002008,421010142002008,"Block 2008, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",78,55,7,0,6,0,6,4
1000000US421010142002009,421010142002009,"Block 2009, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",38,35,0,0,0,0,0,3
1000000US421010142002010,421010142002010,"Block 2010, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",4,4,0,0,0,0,0,0
1000000US421010142002011,421010142002011,"Block 2011, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",14,13,1,0,0,0,0,0
1000000US421010142002012,421010142002012,"Block 2012, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",31,29,0,0,0,0,1,1
1000000US421010142002013,421010142002013,"Block 2013, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",2,1,1,0,0,0,0,0
1000000US421010142002014,421010142002014,"Block 2014, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",65,48,10,0,0,0,7,0
1000000US421010142002015,421010142002015,"Block 2015, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002016,421010142002016,"Block 2016, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",1,1,0,0,0,0,0,0
1000000US421010142002017,421010142002017,"Block 2017, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",110,91,5,0,4,0,4,6
1000000US421010142002018,421010142002018,"Block 2018, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",15,15,0,0,0,0,0,0
1000000US421010142002019,421010142002019,"Block 2019, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",49,36,2,1,8,0,1,1
1000000US421010142002020,421010142002020,"Block 2020, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",2,2,0,0,0,0,0,0
1000000US421010142002021,421010142002021,"Block 2021, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",4,4,0,0,0,0,0,0
1000000US421010142002022,421010142002022,"Block 2022, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",120,95,7,0,3,0,11,4
1000000US421010142002023,421010142002023,"Block 2023, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",67,56,1,0,0,0,7,3
1000000US421010142002024,421010142002024,"Block 2024, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",86,65,11,0,3,0,6,1
1000000US421010142002025,421010142002025,"Block 2025, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",44,38,0,0,4,1,1,0
1000000US421010142002026,421010142002026,"Block 2026, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",77,54,8,0,1,0,11,3
1000000US421010142002027,421010142002027,"Block 2027, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",26,22,2,0,0,0,0,2
1000000US421010142002028,421010142002028,"Block 2028, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",106,93,5,0,3,0,2,3
1000000US421010142002029,421010142002029,"Block 2029, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",32,26,0,0,5,0,0,1
1000000US421010142002030,421010142002030,"Block 2030, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",56,44,3,0,4,0,0,5
1000000US421010142002031,421010142002031,"Block 2031, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",121,94,23,0,4,0,0,0
1000000US421010142002032,421010142002032,"Block 2032, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",25,20,2,0,0,0,3,0
1000000US421010142002033,421010142002033,"Block 2033, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",50,38,4,0,1,0,7,0
1000000US421010142002034,421010142002034,"Block 2034, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",79,61,13,0,1,0,1,3
1000000US421010142002035,421010142002035,"Block 2035, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",143,112,7,0,5,0,8,11
1000000US421010142002036,421010142002036,"Block 2036, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",13,10,0,0,0,0,0,3
1000000US421010142002037,421010142002037,"Block 2037, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",50,49,0,0,0,0,0,1
1000000US421010142002038,421010142002038,"Block 2038, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",10,7,2,0,0,0,0,1
1000000US421010142002039,421010142002039,"Block 2039, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",42,37,2,0,1,0,2,0
1000000US421010142002040,421010142002040,"Block 2040, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002041,421010142002041,"Block 2041, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",78,65,10,0,0,0,1,2
1000000US421010142002042,421010142002042,"Block 2042, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",303,261,13,0,19,0,1,9
1000000US421010142002043,421010142002043,"Block 2043, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",149,117,10,0,9,0,1,12
1000000US421010142002044,421010142002044,"Block 2044, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",56,44,6,0,0,0,0,6
1000000US421010142002045,421010142002045,"Block 2045, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",43,37,6,0,0,0,0,0
1000000US421010142002046,421010142002046,"Block 2046, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",19,14,4,0,0,0,0,1
1000000US421010142002047,421010142002047,"Block 2047, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",32,26,2,0,4,0,0,0
1000000US421010142002048,421010142002048,"Block 2048, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",54,48,0,0,2,0,3,1
1000000US421010142002049,421010142002049,"Block 2049, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",86,65,15,0,3,0,3,0
1000000US421010142002050,421010142002050,"Block 2050, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",3,1,1,0,0,0,0,1
1000000US421010142002051,421010142002051,"Block 2051, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",7,5,0,0,2,0,0,0
1000000US421010142002052,421010142002052,"Block 2052, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002053,421010142002053,"Block 2053, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002054,421010142002054,"Block 2054, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002055,421010142002055,"Block 2055, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",51,43,3,0,2,0,1,2
1000000US421010142002056,421010142002056,"Block 2056, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",43,37,2,0,3,0,0,1
1000000US421010142002057,421010142002057,"Block 2057, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",106,92,3,0,2,0,5,4
1000000US421010142002058,421010142002058,"Block 2058, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",33,17,7,0,3,0,2,4
1000000US421010142002059,421010142002059,"Block 2059, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002060,421010142002060,"Block 2060, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002061,421010142002061,"Block 2061, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002062,421010142002062,"Block 2062, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002063,421010142002063,"Block 2063, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002064,421010142002064,"Block 2064, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002065,421010142002065,"Block 2065, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",13,12,0,0,1,0,0,0
1000000US421010142002066,421010142002066,"Block 2066, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002067,421010142002067,"Block 2067, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002068,421010142002068,"Block 2068, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002069,421010142002069,"Block 2069, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002070,421010142002070,"Block 2070, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002071,421010142002071,"Block 2071, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",19,19,0,0,0,0,0,0
1000000US421010142002072,421010142002072,"Block 2072, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002073,421010142002073,"Block 2073, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010142002074,421010142002074,"Block 2074, Block Group 2, Census Tract 142, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001000,421010143001000,"Block 1000, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001001,421010143001001,"Block 1001, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001002,421010143001002,"Block 1002, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001003,421010143001003,"Block 1003, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001004,421010143001004,"Block 1004, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001005,421010143001005,"Block 1005, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001006,421010143001006,"Block 1006, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001007,421010143001007,"Block 1007, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001008,421010143001008,"Block 1008, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001009,421010143001009,"Block 1009, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",18,18,0,0,0,0,0,0
1000000US421010143001010,421010143001010,"Block 1010, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",42,29,5,0,0,0,6,2
1000000US421010143001011,421010143001011,"Block 1011, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",32,31,1,0,0,0,0,0
1000000US421010143001012,421010143001012,"Block 1012, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001013,421010143001013,"Block 1013, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001014,421010143001014,"Block 1014, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001015,421010143001015,"Block 1015, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001016,421010143001016,"Block 1016, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001017,421010143001017,"Block 1017, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001018,421010143001018,"Block 1018, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001019,421010143001019,"Block 1019, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001020,421010143001020,"Block 1020, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001021,421010143001021,"Block 1021, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001022,421010143001022,"Block 1022, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001023,421010143001023,"Block 1023, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001024,421010143001024,"Block 1024, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001025,421010143001025,"Block 1025, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001026,421010143001026,"Block 1026, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001027,421010143001027,"Block 1027, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001028,421010143001028,"Block 1028, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001029,421010143001029,"Block 1029, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001030,421010143001030,"Block 1030, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",46,18,20,0,0,0,4,4
1000000US421010143001031,421010143001031,"Block 1031, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001032,421010143001032,"Block 1032, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001033,421010143001033,"Block 1033, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",2,1,0,0,0,1,0,0
1000000US421010143001034,421010143001034,"Block 1034, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001035,421010143001035,"Block 1035, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",69,60,1,0,6,0,1,1
1000000US421010143001036,421010143001036,"Block 1036, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",27,22,0,0,5,0,0,0
1000000US421010143001037,421010143001037,"Block 1037, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001038,421010143001038,"Block 1038, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001039,421010143001039,"Block 1039, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",12,9,0,0,1,0,2,0
1000000US421010143001040,421010143001040,"Block 1040, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",63,61,0,0,2,0,0,0
1000000US421010143001041,421010143001041,"Block 1041, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",104,87,3,0,3,0,6,5
1000000US421010143001042,421010143001042,"Block 1042, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",92,82,3,0,0,0,0,7
1000000US421010143001043,421010143001043,"Block 1043, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",86,80,1,0,5,0,0,0
1000000US421010143001044,421010143001044,"Block 1044, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",60,51,3,0,0,0,2,4
1000000US421010143001045,421010143001045,"Block 1045, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",26,23,0,0,1,0,0,2
1000000US421010143001046,421010143001046,"Block 1046, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",15,12,0,0,3,0,0,0
1000000US421010143001047,421010143001047,"Block 1047, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",39,39,0,0,0,0,0,0
1000000US421010143001048,421010143001048,"Block 1048, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001049,421010143001049,"Block 1049, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",44,37,4,0,2,0,0,1
1000000US421010143001050,421010143001050,"Block 1050, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",34,31,2,0,1,0,0,0
1000000US421010143001051,421010143001051,"Block 1051, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001052,421010143001052,"Block 1052, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",4,0,0,0,4,0,0,0
1000000US421010143001053,421010143001053,"Block 1053, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",28,20,0,1,5,0,2,0
1000000US421010143001054,421010143001054,"Block 1054, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",17,11,6,0,0,0,0,0
1000000US421010143001055,421010143001055,"Block 1055, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143001056,421010143001056,"Block 1056, Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143002000,421010143002000,"Block 2000, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",63,61,0,0,1,0,0,1
1000000US421010143002001,421010143002001,"Block 2001, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",74,69,4,0,0,0,1,0
1000000US421010143002002,421010143002002,"Block 2002, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",81,77,2,0,1,0,0,1
1000000US421010143002003,421010143002003,"Block 2003, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",73,65,0,0,7,0,1,0
1000000US421010143002004,421010143002004,"Block 2004, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",95,92,1,0,0,0,1,1
1000000US421010143002005,421010143002005,"Block 2005, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",86,75,2,0,6,0,0,3
1000000US421010143002006,421010143002006,"Block 2006, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",56,43,5,0,0,0,0,8
1000000US421010143002007,421010143002007,"Block 2007, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",45,42,3,0,0,0,0,0
1000000US421010143002008,421010143002008,"Block 2008, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",6,6,0,0,0,0,0,0
1000000US421010143002009,421010143002009,"Block 2009, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143002010,421010143002010,"Block 2010, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143002011,421010143002011,"Block 2011, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143002012,421010143002012,"Block 2012, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010143002013,421010143002013,"Block 2013, Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010144001000,421010144001000,"Block 1000, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",143,34,70,0,0,0,25,14
1000000US421010144001001,421010144001001,"Block 1001, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",52,24,16,0,0,0,6,6
1000000US421010144001002,421010144001002,"Block 1002, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",99,59,13,0,1,0,24,2
1000000US421010144001003,421010144001003,"Block 1003, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",67,37,7,2,0,0,18,3
1000000US421010144001004,421010144001004,"Block 1004, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",27,20,0,0,1,0,6,0
1000000US421010144001005,421010144001005,"Block 1005, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",61,34,5,0,0,0,19,3
1000000US421010144001006,421010144001006,"Block 1006, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",21,9,4,0,0,0,8,0
1000000US421010144001007,421010144001007,"Block 1007, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",13,12,0,0,1,0,0,0
1000000US421010144001008,421010144001008,"Block 1008, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",17,11,4,0,0,0,2,0
1000000US421010144001009,421010144001009,"Block 1009, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010144001010,421010144001010,"Block 1010, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",63,44,4,0,8,0,5,2
1000000US421010144001011,421010144001011,"Block 1011, Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania",121,77,9,2,1,0,30,2
1000000US421010144002000,421010144002000,"Block 2000, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",63,39,5,2,0,0,9,8
1000000US421010144002001,421010144002001,"Block 2001, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010144002002,421010144002002,"Block 2002, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",10,7,3,0,0,0,0,0
1000000US421010144002003,421010144002003,"Block 2003, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",10,10,0,0,0,0,0,0
1000000US421010144002004,421010144002004,"Block 2004, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",100,53,3,5,1,0,21,17
1000000US421010144002005,421010144002005,"Block 2005, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",13,12,1,0,0,0,0,0
1000000US421010144002006,421010144002006,"Block 2006, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",46,35,1,0,0,0,5,5
1000000US421010144002007,421010144002007,"Block 2007, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",49,29,4,3,4,0,4,5
1000000US421010144002008,421010144002008,"Block 2008, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",24,12,0,0,0,0,7,5
1000000US421010144002009,421010144002009,"Block 2009, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",23,7,6,0,0,0,4,6
1000000US421010144002010,421010144002010,"Block 2010, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",19,11,1,0,0,0,6,1
1000000US421010144002011,421010144002011,"Block 2011, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010144002012,421010144002012,"Block 2012, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",13,3,0,0,0,0,6,4
1000000US421010144002013,421010144002013,"Block 2013, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",15,10,3,0,0,0,2,0
1000000US421010144002014,421010144002014,"Block 2014, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010144002015,421010144002015,"Block 2015, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",14,3,0,0,0,0,11,0
1000000US421010144002016,421010144002016,"Block 2016, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",52,44,2,0,0,0,4,2
1000000US421010144002017,421010144002017,"Block 2017, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",44,41,0,0,1,0,0,2
1000000US421010144002018,421010144002018,"Block 2018, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
1000000US421010144002019,421010144002019,"Block 2019, Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0
